Title,Rating,Image_URL
Hannibal,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Orange Is the New Black,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Inglourious Basterds,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Reality,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Orville,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Class of '09,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mr. Robot,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Little Miss Sunshine,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mayor of Kingstown,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
GoodFellas,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The 100,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Lincoln Lawyer,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Prisoners,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
True Blood,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Expanse,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Narcos,8.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Apocalypse Now,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Only Murders in the Building,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Girl Next Door,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Madre de alquiler,5.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Invasion,6.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Fabelmans,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Columbo,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fifty Shades of Grey,4.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
After,5.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
American Psycho,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Boxing Helena,4.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lust Stories,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Westworld,6.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Desperate Housewives,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
White House Plumbers,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
A Bronx Tale,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Firefly Lane,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Murder, She Wrote",7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Will Trent,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Se7en,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hereditary,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
M*A*S*H,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Departed,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fight Club,8.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Time,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fringe,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Joker,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Glass Onion,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fleabag,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Where the Crawdads Sing,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Saving Private Ryan,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Warnie,4.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Forrest Gump,8.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Americans,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Moonrise Kingdom,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Ballad of Buster Scruggs,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Gisaengchung,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
BoJack Horseman,8.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Swagger,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Satyaprem Ki Katha,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Silence of the Lambs,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Downton Abbey,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Breakfast Club,5.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Chosen,9.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
365 dni,3.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
New Amsterdam,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
We Hunt Together,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Schindler's List,9.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Perry Mason,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Tetris,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Slow Horses,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Drops of God,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Chevalier,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Homeland,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Prestige,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mindhunter,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Banshees of Inisherin,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Sandman,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Tár,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Charmed,4.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Whiplash,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Abyss,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Swarm,5.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Boardwalk Empire,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Scrubs,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The West Wing,8.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mr Inbetween,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
28 Days Later...,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
All American,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Poirot,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Grimm,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Tiku weds Sheru,3.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Twin Peaks,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Chicago Med,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
This Is Us,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Aftersun,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Scandal,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Living,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Freaks and Geeks,8.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Cheers,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Sinner,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
iCarly,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
CSI: Crime Scene Investigation,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ginny & Georgia,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Don't Look Up,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Arrival,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Missing,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Nancy Drew,6.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Murdoch Mysteries,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Doctor Sleep,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Snowfall,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fatal Attraction,6.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fantastic Mr. Fox,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hotel Desire,5.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Glee,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Beautiful Disaster,5.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Leftovers,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Atlanta,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Monk,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Good Place,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Shining,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Bosch,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Gone Girl,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Good Wife,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Boy Meets World,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Full Metal Jacket,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Eyes Wide Shut,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sex/Life,5.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
No Country for Old Men,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Last Night in Soho,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Rain Man,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Black Swan,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Florida Man,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Oshi no Ko,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
A Beautiful Life,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Notebook,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Deadwood,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Peripheral,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Taxi Driver,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
10 Things I Hate About You,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Entourage,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Miracle Workers,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Silent Witness,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Twilight,5.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Scoop,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Scarface,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mrs. Davis,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
12 Angry Men,9.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Beverly Hills, 90210",6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
American Beauty,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Knives Out,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Friday Night Lights,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Bones and All,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"XO, Kitty",6.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Requiem for a Dream,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Twilight Zone,6.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Firefly,9.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Line of Duty,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Pride & Prejudice,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Big Short,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Rizzoli & Isles,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Six Feet Under,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Swarm,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Virgin River,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Help,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Queen's Gambit,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
His Dark Materials,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
A League of Their Own,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Cold Case,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Pretty Little Liars,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Good Will Hunting,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Dreamers,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Eternal Sunshine of the Spotless Mind,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Blue Lagoon,5.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Luther,6.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Golden Girls,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Call Me by Your Name,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Days,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Your Honor,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Kids,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
American Graffiti,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Catch Me If You Can,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Amsterdam,6.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
White Collar,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Come Home,6.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
One Flew Over the Cuckoo's Nest,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Shetland,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Gossip Girl,5.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Royal Tenenbaums,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Little House on the Prairie,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
1899,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Inheritance,5.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
La La Land,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Godfather Part II,9.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Originals,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hacksaw Ridge,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Stand by Me,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Troy,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
That '70s Show,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Average Joe,3.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Guillermo del Toro's Cabinet of Curiosities,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Braveheart,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Lion King,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Four Lions,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Normal People,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Haunting of Hill House,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
About Time,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Helluva Boss,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Vera,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Thirteen,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Hateful Eight,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
We Own This City,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sirf Ek Bandaa Kaafi Hai,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Love Boat,6.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Big Little Lies,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Offer,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hollywood,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Lake,6.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Bad Sisters,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The War Zone,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
To Leslie,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Parent Trap,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Martian,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Storm Warning,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Emily in Paris,6.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Nymphomaniac: Vol. I,6.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Tudors,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Crazy, Stupid, Love.",7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Somebody Somewhere,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Greatest Showman,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Death on the Nile,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
How to Get Away with Murder,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Armageddon Time,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Irishman,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The O.C.,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Ark,5.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Luther: The Fallen Sun,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Eastbound & Down,8.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Silver Linings Playbook,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Fallout,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
After Life,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
American Hustle,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Pleasure,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Annihilation,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Usual Suspects,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Casablanca,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Little Women,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Elvis,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Girl with the Dragon Tattoo,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Champions,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Casino,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The VVitch: A New-England Folktale,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Age of Adaline,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mom,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Murder on the Orient Express,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Magic Mike's Last Dance,5.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Candy,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mulholland Dr.,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Zodiac,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Élite,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Eight Is Enough,6.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Deep Water,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Cidade de Deus,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Carnival Row,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Inside Out,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Shield,8.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Call the Midwife,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Me Before You,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Inspector Morse,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Outsiders,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Drop,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Basic Instinct,7.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Midnight Lace,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Power,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Resident,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Elementary,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Argo,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Donnie Darko,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fast Times at Ridgemont High,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Malum,5.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lolita,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Her,8.0,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Zoey 101,6.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Amadeus,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
A Few Good Men,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ah-ga-ssi,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Sandlot,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hunters,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
American History X,8.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Gifted,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Big Sky,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Inside Man,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Banker,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Wonder Years,8.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dahmer - Monster: The Jeffrey Dahmer Story,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Jee Karda,8.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Unforgiven,8.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dopesick,8.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
